pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	source_idx	has_attractor	distance	subject_lemma
eng_0124	eng	PL	do not like me, they constantly reassure me that they will throw me out of home when I turn 18.	PL	My parents	SG	My parent	My parents do not like me, they constantly reassure me that they will throw me out of home when I turn 18.	My parent do not like me, they constantly reassure me that they will throw me out of home when I turn 18.	132	0	1	parent
eng_0124	eng	SG	does not like me, he constantly reassures me that he will throw me out of home when I turn 18.	SG	My parent	PL	My parents	My parent does not like me, he constantly reassures me that he will throw me out of home when I turn 18.	My parents does not like me, he constantly reassures me that he will throw me out of home when I turn 18.	132	0	1	parent
eng_0125	eng	PL	are saying I shouldn't bother having it fixed; I should just buy a new one.	PL	The guys at work	SG	The guy at work	The guys at work are saying I shouldn't bother having it fixed; I should just buy a new one.	The guy at work are saying I shouldn't bother having it fixed; I should just buy a new one.	133	0	3	guy
eng_0125	eng	SG	is saying I shouldn't bother having it fixed; I should just buy a new one.	SG	The guy at work	PL	The guys at work	The guy at work is saying I shouldn't bother having it fixed; I should just buy a new one.	The guys at work is saying I shouldn't bother having it fixed; I should just buy a new one.	133	0	3	guy
eng_0126	eng	SG	has performed without any problems, but that's not why I'm writing my review.	SG	The excellent window	PL	The excellent windows	The excellent window has performed without any problems, but that's not why I'm writing my review.	The excellent windows has performed without any problems, but that's not why I'm writing my review.	134	0	1	window
eng_0126	eng	PL	have performed without any problems, but that's not why I'm writing my review.	PL	The excellent windows	SG	The excellent window	The excellent windows have performed without any problems, but that's not why I'm writing my review.	The excellent window have performed without any problems, but that's not why I'm writing my review.	134	0	1	window
eng_0127	eng	PL	have resulted in an increase in the level of operating risk for the Merchanting Metals business.	PL	Related issues	SG	A related issue	Related issues have resulted in an increase in the level of operating risk for the Merchanting Metals business.	A related issue have resulted in an increase in the level of operating risk for the Merchanting Metals business.	135	0	1	issue
eng_0127	eng	SG	has resulted in an increase in the level of operating risk for the Merchanting Metals business.	SG	A related issue	PL	Related issues	A related issue has resulted in an increase in the level of operating risk for the Merchanting Metals business.	Related issues has resulted in an increase in the level of operating risk for the Merchanting Metals business.	135	0	1	issue
eng_0128	eng	PL	have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	PL	(This is a largely Sunni Arab clan, and Sunni observers	SG	(This is a largely Sunni Arab clan, and a Sunni observer	(This is a largely Sunni Arab clan, and Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	(This is a largely Sunni Arab clan, and a Sunni observer have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	136	0	1	observer
eng_0128	eng	SG	has accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	SG	(This is a largely Sunni Arab clan, and a Sunni observer	PL	(This is a largely Sunni Arab clan, and Sunni observers	(This is a largely Sunni Arab clan, and a Sunni observer has accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	(This is a largely Sunni Arab clan, and Sunni observers has accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)	136	0	1	observer
eng_0130	eng	PL	are using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.	PL	Walls keeping water out of the bowl-shaped city have been breached, and emergency teams	SG	Walls keeping water out of the bowl-shaped city have been breached, and an emergency team	Walls keeping water out of the bowl-shaped city have been breached, and emergency teams are using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.	Walls keeping water out of the bowl-shaped city have been breached, and an emergency team are using helicopters to drop 1,350kg (3,000lb) sandbags and concrete barriers into the gaps.	138	0	1	team
